Date,Total_Value,Cash,Equity_Shares,Equity_Price,Oil_Shares,Oil_Price,Gold_Shares,Gold_Price,Bond_Shares,Bond_Price
2020-01-01,999715.066485753,50000.0,6440.646768601582,100.8773015860986,398.0180697269681,60.29876989369723,24.56392002924576,1465.5641264561375,2385.2203516430395,100.61963450658882
2020-01-02,995742.6979729588,50000.0,6440.646768601582,99.81456438042828,398.0180697269681,60.21545583096484,24.56392002924576,1438.9041751734774,2385.2203516430395,102.11231833684673
2020-01-03,1001385.1313955296,50000.0,6440.646768601582,100.49618200473472,398.0180697269681,60.606730188299146,24.56392002924576,1464.9863030584688,2385.2203516430395,102.30347950350632
2020-01-04,1007297.7940177781,50000.0,6440.646768601582,101.04417212526542,398.0180697269681,61.53685383510561,24.56392002924576,1465.2297366842697,2385.2203516430395,103.14493891802896
2020-01-05,1014743.8763655361,50000.0,6440.646768601582,102.25540487822596,398.0180697269681,61.3929317800843,24.56392002924576,1448.825021522235,2385.2203516430395,103.18904709494402
2020-01-06,1008793.6031711632,50000.0,6440.646768601582,101.52723441065544,398.0180697269681,61.24935638495322,24.56392002924576,1458.7500432450358,2385.2203516430395,102.5823793450718
2020-01-07,1014733.2456931387,50000.0,6440.646768601582,101.93897418751808,398.0180697269681,62.22429196257156,24.56392002924576,1470.0706595027218,2385.2203516430395,103.68150268923874
2020-01-08,1012221.0143955295,50000.0,6440.646768601582,102.0630925253024,398.0180697269681,62.70365985418256,24.56392002924576,1450.6092068796447,2385.2203516430395,102.41353548288714
2020-01-09,1012644.7784763054,50000.0,6440.646768601582,102.19020612867573,398.0180697269681,62.4099721657806,24.56392002924576,1442.900259414845,2385.2203516430395,102.37635872389323
2020-01-10,1011582.2658799804,50000.0,6440.646768601582,102.17077553518428,398.0180697269681,62.7495039870606,24.56392002924576,1455.599168837169,2385.2203516430395,101.79593360643436
2020-01-11,1018792.7556972824,50000.0,6440.646768601582,103.03459770612322,398.0180697269681,62.45938443530642,24.56392002924576,1443.756732212662,2385.2203516430395,102.65677056523285
2020-01-12,1021349.5760405574,50000.0,6440.646768601582,103.79216415706568,398.0180697269681,62.16916883287405,24.56392002924576,1447.8362429281062,2385.2203516430395,101.68952437748035
2020-01-13,1020913.423464125,50000.0,6440.646768601582,103.78954869529768,398.0180697269681,62.31977689986699,24.56392002924576,1468.612852503212,2385.2203516430395,101.27463314172604
2020-01-14,1016632.710803695,50000.0,6440.646768601582,103.31383490373334,398.0180697269681,61.13875903778408,24.56392002924576,1433.8934965284182,2385.2203516430395,101.31911614612696
2020-01-15,1015907.8754029118,50000.0,6440.646768601582,102.72213467268683,398.0180697269681,60.093209043488,24.56392002924576,1429.008698456517,2385.2203516430395,102.83773238530254
2020-01-16,1014797.4157959486,50000.0,6440.646768601582,102.75853366986728,398.0180697269681,59.75626062036407,24.56392002924576,1432.7523949275906,2385.2203516430395,102.29156020905208
2020-01-17,1014426.213408403,50000.0,6440.646768601582,102.98672830588784,398.0180697269681,59.15408527382888,24.56392002924576,1407.305456293507,2385.2203516430395,101.8823023401473
2020-01-18,1010457.0359455181,50000.0,6440.646768601582,102.89257898016622,398.0180697269681,59.340267792507554,24.56392002924576,1399.871908135386,2385.2203516430395,100.5179412510848
2020-01-19,999753.724890183,50000.0,6440.646768601582,101.57196471698197,398.0180697269681,58.803882812293,24.56392002924576,1414.570179227947,2385.2203516430395,99.53469569551044
2020-01-20,998174.110924925,50000.0,6440.646768601582,101.26298778660365,398.0180697269681,57.97923040411192,24.56392002924576,1404.6421505119083,2385.2203516430395,99.94660529766
2020-01-21,994654.3510953813,50000.0,6440.646768601582,100.73065391984524,398.0180697269681,58.83526015170993,24.56392002924576,1383.9466501063432,2385.2203516430395,99.97866182372395
2020-01-22,995199.535463782,50000.0,6420.914676784057,100.74584473907991,406.8785382508595,58.70257392135278,25.42433147640348,1399.6855819446105,2387.8426103118873,100.02676627654006
2020-01-23,1016185.2025554553,50000.0,6420.914676784057,103.33359465222917,406.8785382508595,58.74222810299906,25.42433147640348,1405.9210561879652,2387.8426103118873,101.78369886365022
2020-01-24,1014652.1190576355,50000.0,6420.914676784057,103.77904542098348,406.8785382508595,57.91123312348552,25.42433147640348,1404.9533242975722,2387.8426103118873,100.09574552017057
2020-01-25,1028557.9948112634,50000.0,6420.914676784057,105.09728966183296,406.8785382508595,57.59683092687242,25.42433147640348,1403.5716448930527,2387.8426103118873,102.4428825203746
2020-01-26,1027251.5675965974,50000.0,6420.914676784057,104.3807899016913,406.8785382508595,57.66075426948667,25.42433147640348,1418.078785450984,2387.8426103118873,103.65708031217896
